"Accession","Min_1","Min_2","Gene","Protein"
"Q08004",3.18318299217436e-05,3.38180271635766e-05,"YLR074C","BUD20"
"Q08023",3.37462797690114e-06,3.38332836476994e-06,"YLR077W","FMP25"
"Q08032",3.44922896861167e-06,2.95465174559085e-06,"YLR103C","CDC45"
"Q08096",3.5357753017129e-05,3.50919892545408e-05,"YOL010W","RCL1"
"Q08144",1.41459108396561e-05,1.04529377643167e-05,"YOL018C","TLG2"
"Q08157",5.74799570441544e-07,5.20013570117446e-07,"YOL019W","YOL019W"
"Q08162",4.79904307839067e-05,5.45619513487635e-05,"YOL021C","DIS3"
"Q08179",8.98509383456437e-05,7.14133631040422e-05,"YOL027C","MDM38"
"Q08193",0.000126946626717987,0.000116780394676565,"YOL030W","GAS5"
"Q08199",2.84677590841682e-05,2.14822154911437e-05,"YOL031C","SIL1"
"Q08202",2.52810506677661e-05,2.13571689616771e-05,"YOL032W","OPI10"
"Q08204",3.26333751815924e-06,2.55828696824839e-06,"YOL034W","SMC5"
"Q08208",3.59696827139114e-05,4.01388616417857e-05,"YOL041C","NOP12"
"Q08213",1.15052427409225e-06,8.9484069232715e-07,"YOL042W","NGL1"
"Q08217",1.77167110983028e-06,1.52827338230677e-06,"YOL045W","PSK2"
"Q08220",9.12330596799401e-05,0.000100185624883287,"YOL049W","GSH2"
"Q08223",8.13109099325282e-06,6.2098475540967e-06,"YOL053W","AIM39"
"Q08224",6.50251604497706e-06,5.88546964985971e-06,"YOL055C","THI20"
"Q08225",5.11982148758465e-05,6.07252963232037e-05,"YOL057W","YOL057W"
"Q08229",5.47003211766628e-06,4.40796120087272e-06,"YOL070C","NBA1"
"Q08230",5.03024494347067e-06,5.19874959693631e-06,"YOL071W","SDH5"
"Q08235",8.0984632892565e-05,7.29771732069467e-05,"YOL077C","BRX1"
"Q08236",4.25098910156492e-06,4.23304055226082e-06,"YOL078W","AVO1"
"Q08237",8.45135568691209e-06,9.53955487988144e-06,"YOL080C","REX4"
"Q08245",4.83818122551571e-05,6.14626174154563e-05,"YOL109W","ZEO1"
"Q08281",3.42499963547779e-06,3.94166634898137e-06,"YOL138C","RTC1"
"Q08282",9.0556306189273e-06,9.81289257718975e-06,"YOL141W","PPM2"
"Q08285",5.2212724472761e-06,5.04914803805904e-06,"YOL142W","RRP40"
"Q08287",5.4843581638932e-06,5.78071150861231e-06,"YOL144W","NOP8"
"Q08299",2.39859819897333e-05,2.6360248752573e-05,"YOL158C","ENB1"
"Q08412",5.04731945570749e-05,3.82201557152449e-05,"YOR042W","CUE5"
"Q08421",3.71225792857388e-05,2.60180564202666e-05,"YOR051C","ETT1"
"Q08444",1.29102414550405e-05,1.30649660291721e-05,"YOR056C","NOB1"
"Q08446",1.259325333787e-05,9.91143554957724e-06,"YOR057W","SGT1"
"Q08448",1.70025351159199e-05,1.59345596795809e-05,"YOR059C","YOR059C"
"Q08484",5.321013858353e-06,4.6754941267731e-06,"YOR070C","GYP1"
"Q08491",6.42983277615462e-06,6.23997386711181e-06,"YOR076C","SKI7"
"Q08548",3.61128086645663e-05,3.3159926215023e-05,"YOR175C","ALE1"
"Q08562",4.59945904235118e-06,4.23401598139208e-06,"YOR191W","ULS1"
"Q08601",3.92603951494535e-05,4.14613171427757e-05,"YOR197W","MCA1"
"Q08622",1.09331345509614e-06,1.09736354815595e-06,"YOR205C","GEP3"
"Q08634",1.43426157026726e-06,1.3966258468636e-06,"YOR238W","YOR238W"
"Q08641",3.39586968117578e-05,3.36070495723454e-05,"YOR239W","ABP140"
"Q08645",1.44738998759895e-05,1.52753998045466e-05,"YOR241W","MET7"
"Q08647",4.62368706683377e-05,5.01744340652333e-05,"YOR243C","PUS7"
"Q08649",7.92543111193246e-07,8.58001559513572e-07,"YOR244W","ESA1"
"Q08651",8.52345453157033e-06,7.27373986785037e-06,"YOR246C","ENV9"
"Q08683",2.7325635394068e-06,2.33429532617933e-06,"YOR249C","APC5"
"Q08685",3.29581113453358e-06,3.19515970327264e-06,"YOR250C","CLP1"
"Q08686",6.33789323116377e-05,6.10726551072226e-05,"YOR251C","TUM1"
"Q08687",4.7204951785995e-05,4.56093360339465e-05,"YOR252W","TMA16"
"Q08689",6.51993338358985e-06,7.32769214816222e-06,"YOR253W","NAT5"
"Q08723",4.79968862318478e-05,3.40404775637749e-05,"YOR261C","RPN8"
"Q08726",2.84447394119472e-06,2.30400000765158e-06,"YOR262W","GPN2"
"Q08732",1.78612869351789e-05,1.87807424586357e-05,"YOR267C","HRK1"
"Q08746",9.71345155183254e-06,1.19646274625508e-05,"YOR294W","RRS1"
"Q08747",8.60513765592209e-07,7.63452409600496e-07,"YOR295W","UAF30"
"Q08748",1.40743676172139e-06,1.03897570599513e-06,"YOR296W","YOR296W"
"Q08754",3.99257282212175e-06,3.53200348814975e-06,"YOR299W","BUD7"
"Q08760",1.02923239333624e-05,7.4048698246929e-06,"YOR301W","RAX1"
"Q08773",9.22298022355851e-06,8.8163443520913e-06,"YOR304W","ISW2"
"Q08816",3.95410009850685e-06,3.33158321165113e-06,"YOR352W","YOR352W"
"Q08817",9.90262722994086e-06,9.45730705274304e-06,"YOR353C","SOG2"
"Q08818",7.22412512467661e-05,5.98858050266434e-05,"YOR354C","MSC6"
"Q08822",7.92015750100028e-05,9.20628067335872e-05,"YOR356W","CIR2"
"Q08826",1.64558319643668e-05,1.85269161350292e-05,"YOR357C","SNX3"
"Q08831",3.19555383039308e-06,2.39913201525838e-06,"YOR359W","VTS1"
"Q08873",8.47952698308868e-06,6.69203646435863e-06,"YOR367W","SCP1"
"Q08886",4.89303880150196e-06,5.40693778426654e-06,"YOR371C","GPB1"
"Q08911",9.54766745626851e-07,7.86032983828352e-07,"YOR388C","FDH1"
"Q08919",0.000115237434042707,9.590139990877e-05,"YPL176C","TRE1"
"Q08920",4.80323474899044e-05,4.42469671754353e-05,"YPL178W","CBC2"
"Q08923",5.09021196384586e-06,4.76392294895668e-06,"YPL181W","CTI6"
"Q08924",2.89381208826905e-05,2.49821630121585e-05,"YPL183C","RTT10"
"Q08925",7.74953386673699e-05,7.53508782255232e-05,"YPL184C","MRN1"
"Q08951",6.96922755812166e-05,5.27343085791657e-05,"YPL195W","APL5"
"Q08954",2.36864115450053e-05,2.10145117933622e-05,"YPL199C","YPL199C"
"Q08959",2.84771416709054e-06,2.46371484859458e-06,"YPL206C","PGC1"
"Q08960",7.0307387878928e-05,6.55089435252828e-05,"YPL207W","TYW1"
"Q08961",3.19737474691526e-05,3.05813850775417e-05,"YPL208W","RKM1"
"Q08962",0.000100527276084114,9.81570922200735e-05,"YPL211W","NIP7"
"Q08963",4.38688089441497e-06,4.31902367358262e-06,"YPL213W","LEA1"
"Q08965",6.34488074616443e-05,5.67424034538884e-05,"YPL217C","BMS1"
"Q08967",6.93657029086021e-08,4.97464198628753e-08,"YPL221W","FLC1"
"Q08968",4.63679081059132e-05,4.29111407761207e-05,"YPL222W","FMP40"
"Q08971",0.000294075072024135,0.000283889004734316,"YPL225W","YPL225W"
"Q08972",0.000930454649569051,0.000826827514732999,"YPL226W","NEW1"
"Q08977",0.000177849285326922,0.000134154280449488,"YPL260W","YPL260W"
"Q08979",2.35387876569919e-05,2.245271464691e-05,"YPL263C","KEL3"
"Q08985",1.59768754366789e-05,1.60721966635841e-05,"YPL273W","SAM4"
"Q08986",0.000100729312732865,9.43599429293136e-05,"YPL274W","SAM3"
"Q10740",2.1879831750711e-05,1.56549855637209e-05,"YNL045W","LAP2"
"Q12000",2.89215340966846e-05,3.3525593313785e-05,"YOR091W","TMA46"
"Q12004",1.43438559531612e-05,1.37803844688188e-05,"YPR056W","TFB4"
"Q12008",6.87770329691898e-06,5.57273767652856e-06,"YDL021W","GPM2"
"Q12009",3.00079753088673e-05,2.99663671085691e-05,"YDL201W","TRM8"
"Q12010",5.16951146443782e-05,4.37113081639635e-05,"YOL092W","YPQ1"
"Q12012",2.85622604939796e-06,3.15699851576574e-06,"YOR289W","YOR289W"
"Q12015",3.01044347765234e-06,2.77693827839176e-06,"YOR223W","YOR223W"
"Q12017",5.1359061841323e-05,4.22751823234876e-05,"YOR281C","PLP2"
"Q12018",5.51238052684076e-05,4.49980049413796e-05,"YDL132W","CDC53"
"Q12019",0.000231726537956282,0.00020191737541106,"YLR106C","MDN1"
"Q12020",3.46914413711633e-06,3.14165517694235e-06,"YLR082C","SRL2"
"Q12024",2.06525406345862e-05,2.21277032019469e-05,"YOR272W","YTM1"
"Q12028",1.89497300465644e-05,1.55957789499608e-05,"YPR029C","APL4"
"Q12029",7.48469418467539e-05,6.88728965634603e-05,"YOR271C","FSF1"
"Q12030",2.93267990546722e-05,2.51148078062643e-05,"YDR167W","TAF10"
"Q12031",2.37797141975663e-06,2.69915151984931e-06,"YPR006C","ICL2"
"Q12032",2.83006593925183e-05,2.15284127856521e-05,"YOR215C","AIM41"
"Q12033",4.46265063824403e-06,4.25700686271476e-06,"YOR275C","RIM20"
"Q12034",4.14877124150517e-06,3.00539514984768e-06,"YDR515W","SLF1"
"Q12035",1.28006322413703e-05,1.56924602274109e-05,"YLR051C","FCF2"
"Q12038",1.14769462263187e-05,1.3527182526939e-05,"YPR032W","SRO7"
"Q12039",3.70407819574397e-06,3.33829366273459e-06,"YOL095C","HMI1"
"Q12040",2.19471772440174e-05,2.40013518881651e-05,"YOR283W","YOR283W"
"Q12043",4.18927284548831e-06,3.22170169459081e-06,"YOR081C","TGL5"
"Q12044",6.02358882870401e-06,5.25308601856095e-06,"YOR220W","RCN2"
"Q12049",1.42640786755037e-05,1.26673369646414e-05,"YPR045C","THP3"
"Q12051",3.74223023677877e-06,3.08465458736727e-06,"YPL069C","BTS1"
"Q12055",2.36087166410463e-05,1.85273494926111e-05,"YDL166C","FAP7"
"Q12057",2.45793154157093e-07,2.16756869940032e-07,"YOR104W","PIN2"
"Q12060",1.06285669563086e-05,7.96729139374232e-06,"YPL254W","HFI1"
"Q12063",4.07907470191152e-06,3.79410785491541e-06,"YDL193W","NUS1"
"Q12066",1.59600630252333e-06,1.32750259640327e-06,"YDL089W","NUR1"
"Q12068",3.66697488923136e-05,2.9442458312603e-05,"YOL151W","GRE2"
"Q12069",5.69602158256262e-07,5.38555856634872e-07,"YDL036C","PUS9"
"Q12071",3.51253810188806e-05,2.79090776723472e-05,"YDR027C","VPS54"
"Q12072",7.89407442196711e-06,7.36403849194026e-06,"YLR095C","IOC2"
"Q12078",9.43255487719794e-05,8.39532888834528e-05,"YLR034C","SMF3"
"Q12080",2.45919380840393e-05,2.51139664498607e-05,"YPL146C","NOP53"
"Q12084",1.86387613641841e-05,1.21572848890386e-05,"YDR020C","DAS2"
"Q12089",4.74016743679191e-06,4.83732064801959e-06,"YPL005W","AEP3"
"Q12090",5.49714697770863e-06,4.64911414390693e-06,"YLR107W","REX3"
"Q12094",1.44859312594771e-05,1.15097906582856e-05,"YOR006C","TSR3"
"Q12096",1.44307909195201e-05,1.20307746999174e-05,"YOR320C","GNT1"
"Q12099",1.12356571501689e-05,1.01509347908109e-05,"YDR021W","FAL1"
"Q12100",1.16509701939177e-05,1.01826611628849e-05,"YDL025C","RTK1"
"Q12102",1.87109184385331e-05,1.91848944280225e-05,"YLR115W","CFT2"
"Q12104",4.18244977730222e-06,3.46957960683046e-06,"YOR166C","SWT1"
"Q12108",1.02763891584602e-05,7.57978601314685e-06,"YOR118W","RTC5"
"Q12109",0.000203038914146705,0.000178362316714723,"YOL097C","WRS1"
"Q12114",6.45032942340404e-05,5.4002452561118e-05,"YLR330W","CHS5"
"Q12117",3.81598143260059e-05,3.03085475225184e-05,"YDR033W","MRH1"
"Q12118",0.000708117874298966,0.000582810281181517,"YOR007C","SGT2"
"Q12122",0.000172870701018627,0.000159485883548698,"YDL131W","LYS21"
"Q12123",7.19069953446001e-06,6.13844761764516e-06,"YOR173W","DCS2"
"Q12124",6.00193769891537e-06,5.88482497383937e-06,"YDL005C","MED2"
"Q12125",7.15343851974157e-05,5.79658801770725e-05,"YOR164C","GET4"
"Q12133",2.42492195501738e-05,2.21151233901164e-05,"YLR066W","SPC3"
"Q12134",5.7035151206349e-07,4.99204728062274e-07,"YOR284W","HUA2"
"Q12136",6.04848215154949e-05,5.75562426930211e-05,"YDL153C","SAS10"
"Q12139",2.5745800468334e-06,2.31118083755965e-06,"YPR022C","YPR022C"
"Q12142",1.6698687940624e-05,1.3600646129009e-05,"YDL149W","ATG9"
"Q12144",3.88951821689805e-05,3.48629523294538e-05,"YLR064W","PER33"
"Q12149",8.04677384199859e-06,6.43540901315635e-06,"YOR001W","RRP6"
"Q12150",1.93263718413885e-06,1.7413444518867e-06,"YLR087C","CSF1"
"Q12153",2.12530548248263e-06,1.86108706749694e-06,"YDR312W","SSF2"
"Q12154",0.000591541160055175,0.000397583143087621,"YDL100C","GET3"
"Q12155",1.86176909515997e-05,1.84679874995294e-05,"YLR050C","YLR050C"
"Q12159",0.00029438339476189,0.000340227661266314,"YDR381W","YRA1"
"Q12160",8.40708617906861e-06,6.65932740053602e-06,"YPR063C","YPR063C"
"Q12161",3.9491279614669e-06,3.30775027209898e-06,"YOL054W","PSH1"
"Q12164",1.9789751651396e-05,1.61847627047877e-05,"YLL023C","POM33"
"Q12166",1.92857660639121e-05,2.57675170670831e-05,"YOR108W","LEU9"
"Q12168",8.23798979959296e-06,8.47141794986436e-06,"YLR144C","ACF2"
"Q12176",6.60204464519259e-05,7.34568828138378e-05,"YDR060W","MAK21"
"Q12178",5.77183739908919e-06,6.84480161327148e-06,"YPR062W","FCY1"
"Q12179",6.94531040163154e-06,6.55136002548087e-06,"YPL245W","YPL245W"
"Q12181",2.47307646676404e-05,2.15825878430275e-05,"YPR048W","TAH18"
"Q12186",1.17460181814179e-05,1.25477711332175e-05,"YLR116W","MSL5"
"Q12189",9.30477228811269e-05,7.76921446823217e-05,"YOR095C","RKI1"
"Q12191",4.50625086782768e-07,4.39863633461739e-07,"YDL099W","BUG1"
"Q12192",5.88989079307388e-06,6.29759228440731e-06,"YOR279C","RFM1"
"Q12196",1.62530763229493e-05,1.48574572986162e-05,"YOR119C","RIO1"
"Q12199",8.32318679867133e-06,7.95813305115392e-06,"YPR040W","TIP41"
"Q12200",1.65938483205489e-05,1.70185968057002e-05,"YPL006W","NCR1"
"Q12206",6.30146114125627e-06,7.52097832790861e-06,"YOR229W","WTM2"
"Q12207",0.000233287711659603,0.000183329335075342,"YPR149W","NCE102"
"Q12211",0.000107006961376186,0.000108300458594952,"YPL212C","PUS1"
"Q12213",8.70054243985406e-05,0.000114321958394669,"YPL198W","RPL7B"
"Q12220",3.58374207934176e-05,3.56949484565419e-05,"YLR129W","DIP2"
"Q12221",8.05064610709889e-06,8.11936128709051e-06,"YPR042C","PUF2"
"Q12223",1.35527382409931e-05,1.61706086627684e-05,"YDL059C","RAD59"
"Q12229",6.17213416438224e-06,5.61463676191524e-06,"YDL091C","UBX3"
"Q12230",0.000733140169583916,0.000653136971040861,"YPL004C","LSP1"
"Q12233",0.000233990666695995,0.000231165632159025,"YPR020W","ATP20"
"Q12234",3.9196964739355e-06,2.86195118789155e-06,"YOR216C","RUD3"
"Q12235",4.77176209724673e-05,4.35084263191487e-05,"YLL055W","YCT1"
"Q12239",9.10160402442826e-06,7.70008984777417e-06,"YOL107W","YOL107W"
"Q12241",2.41318081292818e-06,2.78817892973328e-06,"YOR106W","VAM3"
"Q12242",4.02793361158537e-05,4.37876998158827e-05,"YOR138C","RUP1"
"Q12244",2.67158743051786e-06,2.08801943642966e-06,"YLL054C","YLL054C"
"Q12245",6.15318090044452e-06,4.74945138158792e-06,"YPL144W","POC4"
"Q12246",2.03349232379083e-05,2.54377508935403e-05,"YOR171C","LCB4"
"Q12247",1.21471059457807e-05,1.23298746827988e-05,"YLR068W","FYV7"
"Q12250",0.000625094981935363,0.000551646626875165,"YDL147W","RPN5"
"Q12251",1.62485558017498e-05,1.56349446170359e-05,"YPR011C","YPR011C"
"Q12256",2.27782552282698e-05,1.8271171618187e-05,"YOR273C","TPO4"
"Q12259",4.15213596788798e-06,3.8958751146177e-06,"YLR108C","YLR108C"
"Q12262",3.06774729493244e-06,2.70517189230013e-06,"YPR046W","MCM16"
"Q12263",3.26455787952971e-05,2.64199985107769e-05,"YDR507C","GIN4"
"Q12265",9.11022522138817e-05,8.3592374655804e-05,"YOL061W","PRS5"
"Q12267",1.47883569084467e-05,1.53670999090098e-05,"YLR086W","SMC4"
"Q12270",2.77791358247902e-05,2.19939277660754e-05,"YPL246C","RBD2"
"Q12271",6.79432001003359e-05,5.41533928548926e-05,"YOR109W","INP53"
"Q12272",2.99764569275957e-06,2.79873701263001e-06,"YOL102C","TPT1"
"Q12273",4.50815520947431e-05,4.1208453382645e-05,"YOL103W-B","TY1B-OL"
"Q12275",7.6759082122177e-06,7.26379453777966e-06,"YOR093C","YOR093C"
"Q12276",2.84422573645885e-06,2.93223290275903e-06,"YOR227W","HER1"
"Q12277",1.55742051151487e-05,1.76408636629236e-05,"YDL111C","RRP42"
"Q12283",2.64656998569985e-06,2.90332660326328e-06,"YOR221C","MCT1"
"Q12284",1.4309234090293e-05,1.29694861867094e-05,"YPR037C","ERV2"
"Q12288",7.24041155484714e-06,6.26370464752171e-06,"YLR126C","YLR126C"
"Q12289",6.62185888752422e-05,6.29811340140955e-05,"YOR100C","CRC1"
"Q12297",1.39508440105278e-06,1.19763830115224e-06,"YPL011C","TAF3"
"Q12298",1.51851678411671e-05,1.74676299822244e-05,"YDR061W","YDR061W"
"Q12305",4.95456579420034e-06,7.95319772001933e-06,"YOR285W","RDL1"
"Q12306",0.000320744393681045,0.000256716095932487,"YDR510W","SMT3"
"Q12309",2.05906309990192e-06,1.65418742672928e-06,"YLR117C","CLF1"
"Q12314",0.000158094944674489,0.000222892728788633,"YOR021C","SFM1"
"Q12315",4.19650313068708e-06,3.88205151858657e-06,"YDL207W","GLE1"
"Q12321",1.03481559718044e-05,8.55266572696772e-06,"YPR070W","MED1"
"Q12324",1.92360765207637e-05,1.64510801855481e-05,"YOR087W","YVC1"
"Q12325",4.47040734555294e-06,4.20986390965047e-06,"YLR092W","SUL2"
"Q12328",4.00539812947338e-06,4.46717104610448e-06,"YDL217C","TIM22"
"Q12329",7.09992455038797e-06,9.4232470316865e-06,"YDR171W","HSP42"
"Q12334",6.4011491040771e-07,5.73936268248649e-07,"YDL139C","SCM3"
"Q12335",6.50736840565042e-05,5.48633088351289e-05,"YDR032C","PST2"
"Q12339",2.47261980924894e-05,2.05471412233513e-05,"YOR004W","UTP23"
"Q12341",2.30909559588954e-05,1.97401055173001e-05,"YPL001W","HAT1"
"Q12343",2.09404524678603e-05,1.96201592489608e-05,"YOR174W","MED4"
"Q12344",5.62121127963619e-06,3.85927393358827e-06,"YPL249C","GYP5"
"Q12346",1.11615582135318e-06,1.11043459253884e-06,"YPR071W","YPR071W"
"Q12355",5.18218600382617e-06,4.9194927346231e-06,"YDR055W","PST1"
"Q12362",5.123020689635e-06,5.60733835306267e-06,"YOL066C","RIB2"
"Q12363",3.36852576569868e-05,4.44477923138767e-05,"YOR230W","WTM1"
"Q12365",2.53098823670505e-07,2.4571334053455e-07,"YPL255W","BBP1"
"Q12373",2.56753938431866e-05,1.81258092771411e-05,"YLL022C","HIF1"
"Q12374",4.57994309633536e-05,3.84431157651083e-05,"YPR155C","NCA2"
"Q12375",7.87126847240968e-06,8.07079086540616e-06,"YOR130C","ORT1"
"Q12377",0.000239328683590619,0.00018428780404172,"YDL097C","RPN6"
"Q12383",3.55854759293079e-05,2.94696191144758e-05,"YOL125W","TRM13"
"Q12386",1.7789108325599e-05,1.54817780619488e-05,"YOR141C","ARP8"
"Q12387",0.000111939356285782,9.14128832912545e-05,"YOL076W","MDM20"
"Q12389",9.37681592059021e-05,9.50434523634285e-05,"YDL031W","DBP10"
"Q12400",3.72533135429594e-06,2.97259393081273e-06,"YOL093W","TRM10"
"Q12402",0.0010744964887031,0.000848835812902842,"YPR028W","YOP1"
"Q12403",4.05425814883315e-05,3.55016110108479e-05,"YDL018C","ERP3"
"Q12404",7.24815588263887e-06,7.46736321713165e-06,"YOR288C","MPD1"
"Q12406",4.56514604970689e-05,5.12871881021568e-05,"YPR034W","ARP7"
"Q12408",3.47757001054938e-05,3.63767753492752e-05,"YDL046W","NPC2"
"Q12415",7.46833454105429e-06,7.12094674670183e-06,"YOR110W","TFC7"
"Q12416",3.41756618658591e-06,3.27211811210948e-06,"YOR083W","WHI5"
"Q12428",0.000202326074955589,0.000187568248816742,"YPR002W","PDH1"
"Q12429",1.32627938919604e-05,1.3655666551661e-05,"YLR143W","DPH6"
"Q12432",1.14958517823884e-05,1.39197261307803e-05,"YPR023C","EAF3"
"Q12434",3.13116603681009e-05,3.14854325145047e-05,"YDL135C","RDI1"
"Q12438",1.22095805174532e-06,1.1642871457944e-06,"YDL010W","GRX6"
"Q12442",4.12699292683013e-06,3.96722758425814e-06,"YOL002C","IZH2"
"Q12443",8.31424643549034e-06,8.0753816481806e-06,"YDL204W","RTN2"
"Q12446",3.04524891196162e-05,3.415034499166e-05,"YOR181W","LAS17"
"Q12447",0.000292215025686833,0.000274631109317624,"YDR071C","PAA1"
"Q12449",0.000269986687969802,0.000252645199837663,"YDR214W","AHA1"
"Q12450",1.90547434111555e-06,1.86432473860641e-06,"YOR016C","ERP4"
"Q12451",4.38121665554627e-05,4.19794989109941e-05,"YDL019C","OSH2"
"Q12452",8.93662020428609e-05,7.62590220595177e-05,"YLR100W","ERG27"
"Q12453",0.000133458960637842,0.000136247178673269,"YOR112W","CEX1"
"Q12454",3.04563533148865e-06,3.08601489974481e-06,"YDR067C","OCA6"
"Q12455",2.41782417153937e-06,1.98720080162678e-06,"YLR146C","SPE4"
"Q12458",0.000119934896286393,0.000150682274814241,"YDR368W","YPR1"
"Q12460",0.00170777769752415,0.00143700196981391,"YLR197W","NOP56"
"Q12461",7.10587032825426e-06,6.41082359914223e-06,"YPL152W","RRD2"
"Q12462",0.000225660701433088,0.000170445958890918,"YOL147C","PEX11"
"Q12463",1.13888289230241e-06,1.34736900088321e-06,"YOL124C","TRM11"
"Q12464",6.17784742591205e-05,7.52392763307542e-05,"YPL235W","RVB2"
"Q12465",2.85196164727415e-05,2.61120345760169e-05,"YLR084C","RAX2"
"Q12466",4.36681255735095e-05,5.2189045489504e-05,"YOR086C","TCB1"
"Q12480",0.000178697926816679,0.000151198359088491,"YPR004C","AIM45"
"Q12481",9.90755478451505e-06,1.10305474450648e-05,"YOR287C","RRP36"
"Q12486",4.33085142071371e-05,4.6607122788551e-05,"YOR131C","YOR131C"
"Q12487",1.17424947638948e-05,1.20730665484706e-05,"YOR150W","MRPL23"
"Q12488",1.24264734817244e-06,9.53217633526501e-07,"YDR013W","PSF1"
"Q12493",6.54402807614081e-06,4.82795500005576e-06,"YDR383C","NKP1"
"Q12495",4.97606082920705e-06,5.84095838022851e-06,"YPR018W","RLF2"
"Q12496",0.000103422798193127,8.67943736674931e-05,"YOL098C","YOL098C"
"Q12499",0.00127155630965337,0.00108770152889959,"YOR310C","NOP58"
"Q12500",2.95971429561035e-05,2.38588714373938e-05,"YLR114C","AVL9"
"Q12504",1.83224987624144e-05,1.51978216864189e-05,"YDR257C","RKM4"
"Q12511",7.1776009829907e-06,9.38907484731203e-06,"YOR090C","PTC5"
"Q12512",9.04325435870654e-05,9.38989266035118e-05,"YOL154W","ZPS1"
"Q12513",2.43735650491464e-05,2.21682409505435e-05,"YDL110C","TMA17"
"Q12514",4.66602382533838e-05,4.2746495215449e-05,"YPR072W","NOT5"
"Q12517",9.09046293122695e-06,8.29475797122148e-06,"YOL149W","DCP1"
"Q12518",3.2018684868334e-05,2.55856217049188e-05,"YDL161W","ENT1"
"Q12522",1.10422105151148e-05,1.46106751238653e-05,"YPR016C","TIF6"
"Q12524",1.1177084776465e-06,1.11020709240958e-06,"YLR151C","PCD1"
"Q12527",2.54716932770218e-06,1.9739555698347e-06,"YPR049C","ATG11"
"Q12532",7.62138747817419e-05,6.89056000876853e-05,"YPL009C","RQC2"
"Q12672",5.44839001629713e-05,6.60964885824195e-05,"YPL079W","RPL21B"
"Q12674",5.21705921849721e-06,6.37689058881311e-06,"YMR162C","DNF3"
"Q12675",2.74556678601439e-06,2.64958283636793e-06,"YDR093W","DNF2"
"Q12680",0.000668741822931125,0.00057566341259505,"YDL171C","GLT1"
"Q12692",0.0001630855847353,0.000159789452097772,"YOL012C","HTZ1"
"Q12697",6.97840102481592e-06,6.76880068341725e-06,"YOR291W","YPK9"
"Q12745",1.85675834861296e-05,1.33353692682491e-05,"YLR440C","SEC39"
"Q12746",6.49866515965975e-05,5.99242505912957e-05,"YML125C","PGA3"
"Q12751",9.24602349063194e-06,8.60806243808804e-06,"YMR185W","RTP1"
