"Accession","Gene","Protein","Min_1","Min_2","Rich_1","Rich_2"
"P40070","YER112W","LSM4",0.000129116945144544,0.000104236775916116,8.9950529027942e-05,8.77065845384657e-05
"P40071","YER113C","TMN3",6.54377989874622e-06,6.28838279585664e-06,6.57214971373985e-06,6.67384215104023e-06
"P40075","YER120W","SCS2",9.98079879407644e-05,9.21633174830022e-05,0.000104158696360443,0.000111170006001117
"P40078","YER126C","NSA2",2.00972760182996e-05,2.3009574003954e-05,2.41079051774838e-05,2.65789624172052e-05
"P40079","YER127W","LCP5",6.6523210857855e-06,5.42335873489843e-06,7.56710281257714e-06,7.44460853741672e-06
"P40080","YER128W","VFA1",8.14110720485344e-06,6.64900432916487e-06,7.73075206238244e-06,7.95071828494733e-06
"P40081","YER134C","YER134C",9.63941979857238e-06,7.38564688539585e-06,1.02301167026981e-05,1.00370907472226e-05
"P40084","YER139C","RTR1",7.75316436005158e-07,7.95042754624058e-07,1.03961446290469e-06,5.81053837696521e-07
"P40086","YER141W","COX15",8.00009932661117e-05,6.76981142052884e-05,8.17902242295335e-05,8.49795208406661e-05
"P40087","YER143W","DDI1",1.57875154321203e-05,1.90565862119653e-05,1.93087179037895e-05,1.84389727149147e-05
"P40088","YER145C","FTR1",4.48864037428174e-06,4.83290539349539e-06,4.6799727906166e-06,4.58213098928268e-06
"P40090","YER147C","SCC4",1.08214250796663e-05,9.35839354470603e-06,1.12079361240459e-05,1.1651754272166e-05
"P40091","YER149C","PEA2",2.06023327564036e-06,1.64596033559758e-06,2.03490485452751e-06,2.02007817769199e-06
"P40093","YER156C","YER156C",0.000258845264710289,0.000240033328287621,0.000266602894348437,0.000279487942297588
"P40094","YER157W","COG3",2.90209012730338e-05,2.3599205265022e-05,3.30004601254006e-05,2.99620363023388e-05
"P40096","YER159C","BUR6",6.58030526795048e-06,5.15486649123107e-06,7.02510657778496e-06,6.96818823856138e-06
"P40098","YER182W","FMP10",2.25912065351678e-06,2.47243105679557e-06,2.84023728390283e-06,2.85661701784416e-06
"P40106","YER062C","GPP2",7.74121810145561e-06,8.46672853705592e-06,8.48536443227617e-06,8.64887351016883e-06
"P40107","YGL225W","VRG4",6.25748200444711e-06,5.39196102288352e-06,6.81640555211717e-06,6.59471307035065e-06
"P40150","YNL209W","SSB2",1.3934687874348e-05,1.57719014700039e-05,1.53037480557428e-05,1.73713941285267e-05
"P40151","YNL218W","MGS1",5.23320995971786e-07,5.17002795727232e-07,6.17412728501007e-07,6.24443802660993e-07
"P40154","YNL215W","IES2",8.9606634814603e-06,7.69697733370681e-06,9.73371077575854e-06,9.91334326477644e-06
"P40155","YNL214W","PEX17",7.30469910398121e-06,6.41309796351464e-06,7.1307918186171e-06,7.55584174796903e-06
"P40156","YNL213C","RRG9",1.28413738541175e-06,1.20091298007156e-06,1.38609773885123e-06,1.30288648875912e-06
"P40157","YNL212W","VID27",1.65120117815649e-05,1.39379146645174e-05,1.55005400333325e-05,1.52606525640575e-05
"P40159","YNL208W","YNL208W",4.97356718189666e-06,4.89309797427466e-06,5.59565507161917e-06,5.10560466976674e-06
"P40160","YNL207W","RIO2",1.76743446540422e-05,1.6229832253987e-05,2.06770477885384e-05,2.06829616490538e-05
"P40161","YNL206C","RTT106",1.5181791962045e-05,1.34555902717228e-05,1.58201580384319e-05,1.55416596778096e-05
"P40164","YNL201C","PSY2",1.22740058080917e-05,9.20318518263328e-06,1.30794467795714e-05,1.32271346958931e-05
"P40169","YNL194C","YNL194C",1.79602658781216e-05,1.52877556034607e-05,1.73087935944356e-05,1.62734332934751e-05
"P40185","YIL051C","MMF1",0.000955294076581795,0.000872082528864329,0.000618457749497458,0.000539427551611351
"P40202","YMR038C","CCS1",7.57288163788955e-05,0.000110692671552389,8.02483792933626e-05,8.58734413150852e-05
"P40206","YMR132C","JLP2",4.22355020494237e-06,4.35358972766467e-06,4.60498433389848e-06,4.52453274541999e-06
"P40207","YMR134W","YMR134W",6.07074936080565e-05,5.29187251035136e-05,5.3370490564114e-05,5.32849321489644e-05
"P40208","YMR135C","GID8",2.60943824726905e-06,1.98361969881926e-06,2.77851631237872e-06,2.75548833255906e-06
"P40210","YMR140W","SIP5",1.68641214320471e-06,1.69461250426585e-06,2.09792931850533e-06,2.09118327203585e-06
"P40212","YMR142C","RPL13B",0.00958261183545638,0.0112240046010626,0.0108940320614954,0.0108295686615134
"P40215","YMR145C","NDE1",0.000384170102826933,0.000316654235441222,0.000554664102012589,0.000523934501089942
"P40217","YMR146C","TIF34",6.38873017678931e-06,8.30750494154205e-06,7.51001374012882e-06,7.69637625284644e-06
"P40302","YMR314W","PRE5",0.000272006628039012,0.000302225695627879,0.000342437632522501,0.000376286458000843
"P40303","YOL038W","PRE6",0.000183840773853268,0.000195384119479774,0.000208543039577584,0.000192167322081867
"P40317","YDR006C","SOK1",1.99474725867036e-06,1.66821207199299e-06,2.19702301472818e-06,2.07123781183144e-06
"P40318","YIL030C","SSM4",5.42135989671848e-05,4.74525665736482e-05,5.68757097588843e-05,5.67174615640067e-05
"P40319","YLR372W","ELO3",0.000262174405809769,0.000271921578317786,0.000248822528889562,0.000230920209810999
"P40327","YDL007W","RPT2",0.000436938723193005,0.000461935941205536,0.000497605251924074,0.000482751701193458
"P40328","YPL074W","YTA6",4.16699606594271e-06,3.86683005008369e-06,4.19744932131263e-06,4.25985464558902e-06
"P40335","YJL053W","PEP8",5.85480590960958e-06,5.66843682188941e-06,6.29125412532829e-06,6.07733416466658e-06
"P40339","YOL094C","RFC4",1.62695577916625e-05,1.61999405969182e-05,1.87816880358373e-05,1.84282791468956e-05
"P40340","YGR270W","YTA7",2.06195678205158e-05,1.82225351107826e-05,2.23917480531469e-05,2.13800545031031e-05
"P40341","YMR089C","YTA12",5.1557122928173e-05,4.21656887448646e-05,5.39872950861935e-05,5.72659345444272e-05
"P40343","YNR006W","VPS27",2.11941969766976e-05,1.90926871088252e-05,2.32704629324756e-05,2.30806871578569e-05
"P40344","YNR007C","ATG3",1.25786177876889e-06,1.28640577070832e-06,1.49553226557151e-06,1.44347017935836e-06
"P40345","YNR008W","LRO1",3.8763769250512e-05,3.26790514859529e-05,3.37070776718809e-05,3.22362391321228e-05
"P40348","YJR068W","RFC2",7.49816858044261e-05,6.49113448543208e-05,8.59084240802329e-05,0.00011801205397736
"P40350","YPL227C","ALG5",3.02635401797192e-05,2.41773275821038e-05,3.20122175157776e-05,3.3738055299614e-05
"P40352","YJR035W","RAD26",5.18273486050835e-06,4.88467516335205e-06,6.13821794247287e-06,6.60375959045507e-06
"P40354","YJR062C","NTA1",3.21219923038507e-06,3.19156608300058e-06,3.40797389434146e-06,3.88107999246063e-06
"P40356","YGL025C","PGD1",1.24995209025406e-05,9.11500865919286e-06,1.2255133845554e-05,1.53564464293066e-05
"P40358","YJL073W","JEM1",7.17073220277795e-07,6.05746839567601e-07,8.29830148818724e-07,8.40630384144389e-07
"P40359","YJL072C","PSF2",1.2354269379316e-06,8.85118752423472e-07,1.1675683918045e-06,1.17606947821529e-06
"P40361","YJL070C","YJL070C",4.27224268199977e-06,4.58403101771942e-06,4.95345924684475e-06,4.59253450732284e-06
"P40362","YJL069C","UTP18",1.94639827928421e-05,1.66802469670168e-05,2.14247115650615e-05,2.11288030939637e-05
"P40364","YJL066C","MPM1",1.31900781206061e-05,1.3021401665389e-05,1.74758561396253e-05,1.80046980088271e-05
"P40367","YJL062W","LAS21",5.27300453309028e-06,4.3932731790847e-06,5.3643082987901e-06,5.4920976681035e-06
"P40368","YJL061W","NUP82",2.11901611883263e-05,1.86693009796677e-05,2.23788637817964e-05,2.18909525484527e-05
"P40395","YLR039C","RIC1",1.30627733125516e-05,1.19502039020605e-05,1.15323174325665e-05,1.14165384763629e-05
"P40413","YJR064W","CCT5",1.800437598901e-05,1.48951304152686e-05,2.04540729047689e-05,2.02968957172059e-05
"P40414","YIL138C","TPM2",1.39872901953506e-05,2.04364768068571e-05,2.39912040868022e-05,1.73504979083434e-05
"P40416","YMR301C","ATM1",2.37562102058434e-05,1.98264805468331e-05,2.21164777948172e-05,2.18906299994878e-05
"P40433","YIL107C","PFK26",2.06707796356875e-06,1.84365449866453e-06,2.20783325860929e-06,2.12249042714668e-06
"P40438","YIL173W","VTH1",2.80868266278426e-07,3.11987978466689e-07,2.62208845576391e-07,2.67437889418295e-07
"P40452","YIL157C","COA1",1.49495623863016e-05,1.2407737942378e-05,1.44398319707001e-05,1.43997907822975e-05
"P40454","YIL153W","RRD1",3.35541453695367e-07,2.46413717852796e-07,3.36415963824721e-07,3.25174170910627e-07
"P40457","YIL149C","MLP2",7.0812914213147e-06,5.79749573290869e-06,7.57104900615852e-06,7.44405881394032e-06
"P40459","YIL145C","PAN6",7.93655027128302e-06,8.17078888474001e-06,9.46010490449092e-06,9.59109431359762e-06
"P40460","YIL144W","NDC80",2.80879252747143e-06,2.30724801096741e-06,2.42476358640516e-06,2.29822000164191e-06
"P40462","YIL137C","TMA108",0.000110838095290502,8.9511836155103e-05,0.000129160793839031,0.000132476109134951
"P40466","YIL131C","FKH1",8.03442220013221e-06,6.72981590454339e-06,8.07654340973964e-06,8.8717547648706e-06
"P40467","YIL130W","ASG1",1.39201343379161e-05,1.15133631707976e-05,1.17645136627783e-05,1.16517480622584e-05
"P40468","YIL129C","TAO3",1.49885804495396e-05,1.40870537318708e-05,1.59713012420774e-05,1.60870701536716e-05
"P40469","YIL128W","MET18",3.93762599576098e-05,3.10660258878147e-05,4.04794576323366e-05,4.04910351974042e-05
"P40471","YIL124W","AYR1",8.26427349523445e-05,6.70051791400535e-05,8.89939942265308e-05,8.68953391854256e-05
"P40477","YIL115C","NUP159",3.20317735770589e-05,2.99665247166643e-05,3.54423678421695e-05,3.58588371773874e-05
"P40480","YIL112W","HOS4",9.03277374224474e-07,7.39982199532438e-07,8.9383186864516e-07,8.89850132695104e-07
"P40481","YIL110W","HPM1",7.97134232453834e-06,7.14373707130603e-06,8.1910082965599e-06,8.2389540808723e-06
"P40482","YIL109C","SEC24",0.00051160128665325,0.000550866424853463,0.000566586105931494,0.000601573589530021
"P40483","YIL108W","YIL108W",3.4246614450558e-05,3.67125621698415e-05,3.87782469620862e-05,4.09185856309833e-05
"P40485","YIL105C","SLM1",2.89415367017905e-05,2.61564926417081e-05,3.15864028760623e-05,3.21401858433635e-05
"P40486","YIL104C","SHQ1",1.88875233368132e-05,1.53846544433211e-05,1.9361587414258e-05,1.99003875555147e-05
"P40487","YIL103W","DPH1",1.25417109098954e-05,1.25976189226002e-05,1.36069944642708e-05,1.33163222573053e-05
"P40491","YIL098C","FMC1",7.76399311617301e-06,6.69141602886121e-06,9.58909733620111e-06,9.2121285312411e-06
"P40492","YIL097W","FYV10",3.35538163874135e-06,3.06582645496987e-06,3.31230436053916e-06,3.56947651494532e-06
"P40493","YIL096C","BMT5",5.82966498438876e-06,6.59754377457566e-06,7.61077947810771e-06,8.40093133993922e-06
"P40494","YIL095W","PRK1",2.20938994172151e-07,3.38298653734753e-07,2.5696356308021e-07,2.58866502702324e-07
"P40495","YIL094C","LYS12",0.00100650447303036,0.000912194728208566,0.000193237147098253,0.000205101276391641
"P40496","YIL093C","RSM25",2.72043316860852e-06,3.10187262563993e-06,3.27258160652651e-06,3.31029869708724e-06
"P40498","YIL091C","UTP25",4.53138368890474e-05,4.53101375650207e-05,5.21490638581992e-05,5.38841432474073e-05
"P40501","YIL088C","AVT7",1.74462180008232e-05,1.28841467173351e-05,1.32018055557058e-05,1.39558985415442e-05
"P40504","YIL085C","KTR7",3.02196812306367e-06,2.9682383921376e-06,3.4764061814528e-06,3.56167420733871e-06
"P40505","YIL084C","SDS3",7.95513018430182e-06,6.02956135424602e-06,7.90125167445118e-06,6.83081981419534e-06
"P40506","YIL083C","CAB2",4.23577141850628e-05,3.72864465279967e-05,4.84632604745762e-05,4.98942954087201e-05
"P40509","YIL076W","SEC28",9.75168823466674e-05,6.84554430079091e-05,0.000107979443951545,0.000100121126717405
"P40510","YIL074C","SER33",0.000235313622580696,0.000222211755352575,3.52888243827858e-05,3.8465923040906e-05
"P40513","YIL070C","MAM33",7.7126671767585e-06,7.80990277988897e-06,1.0622720870096e-05,1.07320726291146e-05
"P40515","YIL065C","FIS1",3.30755189521803e-05,3.00891581957946e-05,3.92987821937067e-05,3.86958029778731e-05
"P40517","YIL063C","YRB2",1.0797206995333e-05,8.9650474875259e-06,1.19322262151105e-05,1.19013082646451e-05
"P40518","YIL062C","ARC15",6.14437432838833e-05,5.01802504323612e-05,8.54653772514559e-05,8.13263559567081e-05
"P40522","YIL056W","VHR1",6.9095400639685e-07,6.5227361826828e-07,6.04223885268937e-07,6.44122304556953e-07
"P40523","YIL055C","YIL055C",2.70924132002307e-06,2.75846654427585e-06,2.91744270238194e-06,2.68947135106236e-06
"P40525","YIL052C","RPL34B",0.00193598133828616,0.00220337235887526,0.00209239922576325,0.0020381367069608
"P40527","YIL048W","NEO1",2.97415626590852e-05,2.77143553843605e-05,3.05520574645873e-05,2.99586125190418e-05
"P40529","YIL044C","AGE2",5.15842935941691e-06,4.38137967217703e-06,4.91046945613361e-06,5.11957600029923e-06
"P40531","YIL041W","GVP36",0.000559857153928495,0.0005259680432307,0.000552228823015493,0.00050151496156549
"P40533","YIL039W","TED1",0.000159803616627709,0.000127039446026844,0.000145887749307467,0.000137046811107311
"P40540","YIL027C","EMC5",0.000116444193089217,8.40889314937026e-05,0.000126849825189701,0.000125083746164288
"P40541","YIL026C","IRR1",3.84134465050489e-05,3.04630006158962e-05,4.04930167320317e-05,3.99291230098193e-05
"P40545","YIL020C","HIS6",1.15219447402989e-05,9.32915039827825e-06,1.1478420054769e-05,1.17601465899372e-05
"P40547","YIL017C","VID28",1.77796606668713e-05,2.19651475082368e-05,2.11769045888907e-05,2.25496040857503e-05
"P40548","YIL016W","SNL1",3.38162471460099e-05,2.71607562089349e-05,3.75489592310144e-05,3.6957136631378e-05
"P40549","YIL014W","MNT3",4.74359200942795e-06,4.02852370971464e-06,5.36050577876172e-06,5.62633660425469e-06
"P40553","YIL010W","DOT5",7.8416855846687e-06,8.1987314711819e-06,8.83922758297029e-06,8.87661150250844e-06
"P40557","YIL005W","EPS1",2.18613542504544e-05,2.24695752293415e-05,2.39842142980283e-05,2.58092952069217e-05
"P40559","YIL002C","INP51",3.47171936713447e-06,3.08783713455806e-06,3.45733307006046e-06,3.50001983293154e-06
"P40560","YIL001W","YIL001W",4.25172445856946e-06,3.41533487525058e-06,4.56180363929091e-06,4.62523843324433e-06
"P40562","YIR002C","MPH1",4.54094867400823e-06,4.21883531150919e-06,4.91134906675959e-06,4.77153996637221e-06
"P40563","YIR003W","AIM21",7.44079084052406e-06,9.25388816657097e-06,8.99603050529139e-06,8.701308752143e-06
"P40564","YIR004W","DJP1",9.3095450035685e-05,7.65252916747969e-05,7.76606605817805e-05,7.80055426654501e-05
"P40566","YIR007W","YIR007W",3.51054353286527e-06,3.35519038896733e-06,3.2882647174272e-06,3.25433729728017e-06
"P40570","YIR014W","YIR014W",9.97116975475474e-07,8.57328443409549e-07,1.12103968640736e-06,9.80810411848973e-07
"P40573","YIR017C","MET28",2.80334660162577e-06,2.91771145941422e-06,1.63499177379851e-06,1.56968223874445e-06
"P40579","YIR035C","YIR035C",3.18220159907804e-07,2.93912349002165e-07,2.76279537806988e-07,3.24611638098039e-07
"P40580","YIR036C","IRC24",4.4706404062673e-05,4.72621861876031e-05,6.30519983420385e-05,6.69941366792321e-05
"P40581","YIR037W","HYR1",0.000105270054531511,8.15555250885733e-05,0.000122898080374392,0.000121957570001792
"P40582","YIR038C","GTT1",4.88145600935018e-05,3.94443177745641e-05,4.28636173276194e-05,4.2302286463359e-05
"P40693","YNL002C","RLP7",0.000801827026688232,0.000801343980871058,0.000977938013429539,0.000990637649040131
"P40825","YOR335C","ALA1",0.00173338091665656,0.00151691895846678,0.00162619678370721,0.00159837212160722
"P40850","YNL085W","MKT1",0.000217118485481665,0.000176165960823181,0.000243571029362773,0.000217980088152931
"P40851","YPR122W","AXL1",9.5895052610013e-06,9.79163884324897e-06,9.88794572990351e-06,9.91693985813378e-06
"P40856","YJL098W","SAP185",3.47186083710283e-05,2.92063192528646e-05,3.28809579807013e-05,3.31271965841737e-05
"P40857","YJL097W","PHS1",7.64398488004527e-05,5.6657372313834e-05,6.934706246674e-05,6.7507410910709e-05
"P40893","YJL217W","REE1",2.31036043108587e-06,2.89492873184164e-06,2.37107592730108e-06,2.69659828658616e-06
"P40896","YJL213W","YJL213W",4.02652560842145e-05,3.65967926307842e-05,1.64263220479137e-05,1.69766997907758e-05
"P40956","YGL181W","GTS1",5.42729787589721e-06,6.87684228360447e-06,5.48948051946851e-06,5.66312035805674e-06
"P40957","YGL086W","MAD1",8.36363904165528e-06,7.1828279577714e-06,9.55951464446755e-06,9.26466841370798e-06
"P40959","YMR004W","MVP1",3.14876571723197e-05,2.56375888823782e-05,3.57315414096149e-05,3.68157322034782e-05
"P40961","YGR132C","PHB1",0.000332563975497554,0.000318173611468123,0.000397101592841346,0.000395274377490913
"P40962","YOR077W","RTS2",1.2164060289308e-07,1.10216924902664e-07,1.52960482790646e-07,1.27712548133754e-07
"P40963","YMR127C","SAS2",5.84841346615093e-07,5.54237559638528e-07,5.69044496235959e-07,5.50031827635917e-07
"P40969","YMR168C","CEP3",3.69228006562945e-06,2.98485325555655e-06,3.85217645399089e-06,3.69847768188728e-06
"P40970","YDR062W","LCB2",6.96701253302215e-05,6.7794554534467e-05,7.8486225009967e-05,7.84268077799802e-05
"P40986","YDR182W","CDC1",3.57844811545507e-05,3.07882861776433e-05,3.97803176088722e-05,3.94116926659249e-05
"P40987","YOR349W","CIN1",3.23273088394466e-06,4.00795932512492e-06,3.68497361370127e-06,4.06300764720389e-06
"P40989","YGR032W","GSC2",1.27863300990783e-05,1.1564467833505e-05,2.1410054601998e-05,1.99518240516e-05
"P40990","YDL107W","MSS2",6.43148680076118e-06,6.81509630091746e-06,7.4958556000839e-06,7.79459757763841e-06
"P40991","YNL061W","NOP2",0.000227959766341315,0.000231701901643776,0.000267833697670796,0.000264246201972273
"P40994","YOR094W","ARF3",1.52043118101146e-06,1.50207459158807e-06,1.6440882803987e-06,1.67160716718841e-06
"P41056","YOR234C","RPL33B",8.08214238760352e-06,8.05135757954098e-06,7.90899286354803e-06,9.12242424174299e-06
"P41057","YLR388W","RPS29A",0.000878091631861854,0.000936381779534399,0.000901568489340078,0.00092700660769963
"P41058","YDL061C","RPS29B",0.000254760656394128,0.000289514792924672,0.000393064939677222,0.000415814844918088
"P41277","YIL053W","GPP1",0.000647115852556963,0.000735825897437487,0.000669790571299728,0.000704408098381967
"P41338","YPL028W","ERG10",0.000435070907663512,0.000447864946738811,0.000593714861544313,0.00059833030646928
"P41543","YJL002C","OST1",8.60619929681839e-05,7.26454529456171e-05,9.07210895745745e-05,9.31867931917364e-05
"P41697","YLR319C","BUD6",1.37929273072667e-05,1.1930328852177e-05,1.58390147225516e-05,1.63888483366765e-05
"P41733","YLR459W","GAB1",2.61348339835205e-05,2.14878353524224e-05,2.68466357719913e-05,2.50911521582099e-05
"P41734","YOR126C","IAH1",1.48748206541966e-05,1.27718861528348e-05,1.49367615540455e-05,1.49855009922713e-05
"P41800","YLL006W","MMM1",1.75680940864682e-05,1.68637337095667e-05,1.9484500643045e-05,1.99801842374174e-05
